10,11,-1
9,10,-1
8,9,-1
7,8,-1
6,7,-1
5,6,-1
4,5,-1
19,20,-1
18,19,-1
17,18,-1
16,17,-1
15,16,-1
14,15,-1
13,14,-1
24,25,-1
29,30,-1
38,39,-1
37,38,-1
36,37,-1
36,40,-1
35,36,-1
34,35,-1
33,34,-1
32,33,-1
42,43,-1
41,42,-1
32,41,-1
31,32,-1
29,31,-1
45,46,-1
45,47,-1
44,45,-1
29,44,-1
28,29,-1
27,28,-1
26,27,-1
24,26,-1
49,28,-1
48,49,-1
24,48,-1
23,24,-1
22,23,-1
22,48,-1
51,52,-1
50,51,-1
22,50,-1
21,22,-1
13,21,-1
13,23,-1
13,48,-1
12,13,-1
59,60,-1
58,59,-1
57,58,-1
56,57,-1
55,56,-1
54,55,-1
53,54,-1
53,21,-1
53,23,-1
53,48,-1
12,53,-1
67,68,-1
66,67,-1
65,66,-1
64,65,-1
63,64,-1
62,63,-1
61,62,-1
61,21,-1
61,23,-1
61,48,-1
12,61,-1
75,76,-1
74,75,-1
73,74,-1
72,73,-1
71,72,-1
70,71,-1
69,70,-1
69,21,-1
69,23,-1
69,48,-1
12,69,-1
83,11,-1
82,83,-1
81,82,-1
80,81,-1
79,80,-1
78,79,-1
77,78,-1
77,21,-1
77,23,-1
77,48,-1
12,77,-1
90,91,-1
89,90,-1
88,89,-1
87,88,-1
86,87,-1
85,86,-1
84,85,-1
84,21,-1
84,23,-1
84,48,-1
12,84,-1
4,12,-1
3,4,-1
96,9,-1
95,96,-1
94,95,-1
93,94,-1
92,93,-1
104,20,-1
103,104,-1
102,103,-1
102,105,-1
101,102,-1
106,18,-1
101,106,-1
100,101,-1
99,100,-1
98,99,-1
98,21,-1
98,23,-1
98,48,-1
97,98,-1
113,60,-1
112,113,-1
111,112,-1
111,114,-1
110,111,-1
115,58,-1
110,115,-1
109,110,-1
108,109,-1
107,108,-1
107,21,-1
107,23,-1
107,48,-1
97,107,-1
122,68,-1
121,122,-1
120,121,-1
120,123,-1
119,120,-1
124,66,-1
119,124,-1
118,119,-1
117,118,-1
116,117,-1
116,21,-1
116,23,-1
116,48,-1
97,116,-1
92,97,-1
3,92,-1
129,9,-1
128,129,-1
127,128,-1
126,127,-1
125,126,-1
135,136,-1
135,137,-1
135,138,-1
134,135,-1
133,134,-1
132,133,-1
131,132,-1
131,21,-1
131,23,-1
131,48,-1
130,131,-1
145,146,-1
144,145,-1
143,144,-1
143,147,-1
142,143,-1
141,142,-1
140,141,-1
139,140,-1
139,21,-1
139,23,-1
139,48,-1
130,139,-1
148,33,-1
148,21,-1
148,23,-1
148,48,-1
130,148,-1
155,76,-1
154,155,-1
153,154,-1
153,156,-1
152,153,-1
157,158,-1
157,159,-1
157,138,-1
152,157,-1
151,152,-1
150,151,-1
149,150,-1
149,21,-1
149,23,-1
149,48,-1
130,149,-1
125,130,-1
3,125,-1
2,3,-1
2,160,-1
166,167,-1
171,132,-1
171,130,-1
170,171,-1
169,170,-1
169,172,-1
168,169,-1
166,168,-1
166,173,-1
165,166,-1
164,165,-1
163,164,-1
162,163,-1
161,162,-1
2,161,-1
185,76,-1
184,185,-1
183,184,-1
182,183,-1
181,182,-1
180,181,-1
179,180,-1
179,12,-1
178,179,-1
190,184,-1
189,190,-1
188,189,-1
187,188,-1
186,187,-1
186,97,-1
178,186,-1
197,76,-1
196,197,-1
195,196,-1
195,156,-1
194,195,-1
198,199,-1
198,159,-1
198,138,-1
194,198,-1
200,184,-1
194,200,-1
193,194,-1
192,193,-1
191,192,-1
191,130,-1
178,191,-1
177,178,-1
177,201,-1
177,161,-1
177,202,-1
206,54,-1
206,12,-1
205,206,-1
207,108,-1
207,97,-1
205,207,-1
212,58,-1
211,212,-1
210,211,-1
209,210,-1
208,209,-1
208,130,-1
205,208,-1
204,205,-1
204,213,-1
203,204,-1
177,203,-1
176,177,-1
214,178,-1
214,201,-1
214,161,-1
214,215,-1
219,62,-1
219,12,-1
218,219,-1
220,117,-1
220,97,-1
218,220,-1
225,66,-1
224,225,-1
223,224,-1
222,223,-1
221,222,-1
221,130,-1
218,221,-1
217,218,-1
217,226,-1
216,217,-1
214,216,-1
176,214,-1
227,178,-1
227,201,-1
233,234,-1
238,140,-1
238,130,-1
237,238,-1
236,237,-1
236,239,-1
235,236,-1
233,235,-1
233,173,-1
232,233,-1
231,232,-1
230,231,-1
229,230,-1
228,229,-1
227,228,-1
227,202,-1
227,203,-1
176,227,-1
240,178,-1
240,201,-1
240,228,-1
240,215,-1
240,216,-1
176,240,-1
175,176,-1
174,175,-1
2,174,-1
2,241,-1
245,14,-1
245,12,-1
244,245,-1
246,99,-1
246,97,-1
244,246,-1
251,18,-1
250,251,-1
249,250,-1
248,249,-1
247,248,-1
247,130,-1
244,247,-1
243,244,-1
243,252,-1
242,243,-1
2,242,-1
1,2,-1
253,3,-1
253,160,-1
253,228,-1
253,174,-1
253,241,-1
253,242,-1
1,253,-1
262,91,-1
261,262,-1
260,261,-1
259,260,-1
258,259,-1
257,258,-1
256,257,-1
256,12,-1
255,256,-1
267,261,-1
266,267,-1
265,266,-1
264,265,-1
263,264,-1
263,97,-1
255,263,-1
272,261,-1
271,272,-1
270,271,-1
269,270,-1
268,269,-1
268,130,-1
255,268,-1
254,255,-1
254,273,-1
254,161,-1
254,174,-1
254,241,-1
254,242,-1
1,254,-1
274,255,-1
274,273,-1
274,228,-1
274,174,-1
274,241,-1
274,242,-1
1,274,-1
