4,5,-1
15,16,-1
14,15,-1
13,14,-1
12,13,-1
11,12,-1
10,11,-1
9,10,-1
24,25,-1
23,24,-1
22,23,-1
21,22,-1
20,21,-1
19,20,-1
18,19,-1
29,30,-1
34,35,-1
43,44,-1
42,43,-1
41,42,-1
41,45,-1
40,41,-1
39,40,-1
38,39,-1
37,38,-1
47,48,-1
46,47,-1
37,46,-1
36,37,-1
34,36,-1
50,51,-1
50,52,-1
50,53,-1
49,50,-1
34,49,-1
33,34,-1
32,33,-1
31,32,-1
29,31,-1
55,33,-1
54,55,-1
29,54,-1
28,29,-1
27,28,-1
27,54,-1
57,58,-1
56,57,-1
27,56,-1
26,27,-1
18,26,-1
18,28,-1
18,54,-1
17,18,-1
65,66,-1
64,65,-1
63,64,-1
62,63,-1
61,62,-1
60,61,-1
59,60,-1
59,26,-1
59,28,-1
59,54,-1
17,59,-1
73,74,-1
72,73,-1
71,72,-1
70,71,-1
69,70,-1
68,69,-1
67,68,-1
67,26,-1
67,28,-1
67,54,-1
17,67,-1
75,10,-1
75,26,-1
75,28,-1
75,54,-1
17,75,-1
82,83,-1
81,82,-1
80,81,-1
79,80,-1
78,79,-1
77,78,-1
76,77,-1
76,26,-1
76,28,-1
76,54,-1
17,76,-1
90,91,-1
89,90,-1
88,89,-1
87,88,-1
86,87,-1
85,86,-1
84,85,-1
84,26,-1
84,28,-1
84,54,-1
17,84,-1
98,99,-1
97,98,-1
96,97,-1
95,96,-1
94,95,-1
93,94,-1
92,93,-1
92,26,-1
92,28,-1
92,54,-1
17,92,-1
106,107,-1
105,106,-1
104,105,-1
103,104,-1
102,103,-1
101,102,-1
100,101,-1
100,26,-1
100,28,-1
100,54,-1
17,100,-1
114,115,-1
113,114,-1
112,113,-1
111,112,-1
110,111,-1
109,110,-1
108,109,-1
108,26,-1
108,28,-1
108,54,-1
17,108,-1
122,123,-1
121,122,-1
120,121,-1
119,120,-1
118,119,-1
117,118,-1
116,117,-1
116,26,-1
116,28,-1
116,54,-1
17,116,-1
130,131,-1
129,130,-1
128,129,-1
127,128,-1
126,127,-1
125,126,-1
124,125,-1
124,26,-1
124,28,-1
124,54,-1
17,124,-1
138,139,-1
137,138,-1
136,137,-1
135,136,-1
134,135,-1
133,134,-1
132,133,-1
132,26,-1
132,28,-1
132,54,-1
17,132,-1
146,147,-1
145,146,-1
144,145,-1
143,144,-1
142,143,-1
141,142,-1
140,141,-1
140,26,-1
140,28,-1
140,54,-1
17,140,-1
154,155,-1
153,154,-1
152,153,-1
151,152,-1
150,151,-1
149,150,-1
148,149,-1
148,26,-1
148,28,-1
148,54,-1
17,148,-1
162,163,-1
161,162,-1
160,161,-1
159,160,-1
158,159,-1
157,158,-1
156,157,-1
156,26,-1
156,28,-1
156,54,-1
17,156,-1
9,17,-1
8,9,-1
170,16,-1
169,170,-1
168,169,-1
168,171,-1
167,168,-1
172,14,-1
167,172,-1
166,167,-1
165,166,-1
164,165,-1
180,25,-1
179,180,-1
178,179,-1
178,181,-1
177,178,-1
176,177,-1
175,176,-1
174,175,-1
174,26,-1
174,28,-1
174,54,-1
173,174,-1
188,66,-1
187,188,-1
186,187,-1
186,189,-1
185,186,-1
190,64,-1
185,190,-1
184,185,-1
183,184,-1
182,183,-1
182,26,-1
182,28,-1
182,54,-1
173,182,-1
197,74,-1
196,197,-1
195,196,-1
195,198,-1
194,195,-1
199,72,-1
194,199,-1
193,194,-1
192,193,-1
191,192,-1
191,26,-1
191,28,-1
191,54,-1
173,191,-1
200,165,-1
200,26,-1
200,28,-1
200,54,-1
173,200,-1
207,83,-1
206,207,-1
205,206,-1
205,208,-1
204,205,-1
209,81,-1
204,209,-1
203,204,-1
202,203,-1
201,202,-1
201,26,-1
201,28,-1
201,54,-1
173,201,-1
216,91,-1
215,216,-1
214,215,-1
214,217,-1
213,214,-1
218,89,-1
213,218,-1
212,213,-1
211,212,-1
210,211,-1
210,26,-1
210,28,-1
210,54,-1
173,210,-1
225,99,-1
224,225,-1
223,224,-1
223,226,-1
222,223,-1
227,97,-1
222,227,-1
221,222,-1
220,221,-1
219,220,-1
219,26,-1
219,28,-1
219,54,-1
173,219,-1
234,107,-1
233,234,-1
232,233,-1
232,235,-1
231,232,-1
236,105,-1
231,236,-1
230,231,-1
229,230,-1
228,229,-1
228,26,-1
228,28,-1
228,54,-1
173,228,-1
243,115,-1
242,243,-1
241,242,-1
241,244,-1
240,241,-1
245,113,-1
240,245,-1
239,240,-1
238,239,-1
237,238,-1
237,26,-1
237,28,-1
237,54,-1
173,237,-1
252,123,-1
251,252,-1
250,251,-1
250,253,-1
249,250,-1
254,121,-1
249,254,-1
248,249,-1
247,248,-1
246,247,-1
246,26,-1
246,28,-1
246,54,-1
173,246,-1
261,131,-1
260,261,-1
259,260,-1
259,262,-1
258,259,-1
263,129,-1
258,263,-1
257,258,-1
256,257,-1
255,256,-1
255,26,-1
255,28,-1
255,54,-1
173,255,-1
164,173,-1
8,164,-1
268,14,-1
267,268,-1
266,267,-1
265,266,-1
264,265,-1
274,275,-1
274,276,-1
274,277,-1
273,274,-1
272,273,-1
271,272,-1
270,271,-1
270,26,-1
270,28,-1
270,54,-1
269,270,-1
284,285,-1
283,284,-1
282,283,-1
282,286,-1
281,282,-1
280,281,-1
279,280,-1
278,279,-1
278,26,-1
278,28,-1
278,54,-1
269,278,-1
293,294,-1
292,293,-1
291,292,-1
291,295,-1
290,291,-1
296,297,-1
296,298,-1
296,277,-1
290,296,-1
289,290,-1
288,289,-1
287,288,-1
287,26,-1
287,28,-1
287,54,-1
269,287,-1
305,306,-1
304,305,-1
303,304,-1
303,307,-1
302,303,-1
308,309,-1
308,310,-1
308,277,-1
302,308,-1
301,302,-1
300,301,-1
299,300,-1
299,26,-1
299,28,-1
299,54,-1
269,299,-1
311,38,-1
311,26,-1
311,28,-1
311,54,-1
269,311,-1
318,139,-1
317,318,-1
316,317,-1
316,319,-1
315,316,-1
320,321,-1
320,322,-1
320,277,-1
315,320,-1
314,315,-1
313,314,-1
312,313,-1
312,26,-1
312,28,-1
312,54,-1
269,312,-1
264,269,-1
8,264,-1
7,8,-1
7,323,-1
6,7,-1
4,6,-1
329,330,-1
334,271,-1
334,269,-1
333,334,-1
332,333,-1
332,335,-1
331,332,-1
329,331,-1
329,336,-1
328,329,-1
327,328,-1
326,327,-1
325,326,-1
324,325,-1
4,324,-1
4,336,-1
3,4,-1
337,5,-1
337,6,-1
343,344,-1
348,279,-1
348,269,-1
347,348,-1
346,347,-1
346,349,-1
345,346,-1
343,345,-1
343,336,-1
342,343,-1
341,342,-1
340,341,-1
339,340,-1
338,339,-1
337,338,-1
337,336,-1
3,337,-1
2,3,-1
1,2,-1
